HINDALCO.NS	Aluminum
HINDALCO.BO	Aluminum
AA	Aluminum
MN5.SI	Aluminum
CENX	Aluminum
RUSAL.PA	Aluminum
4H6.F	Aluminum
NATIONALU.NS	Aluminum
KALU	Aluminum
0647.HK	Apparel Stores
NXT.L	Apparel Stores
CHS	Apparel Stores
GPS.V	Apparel Stores
GCO	Apparel Stores
CBK	Apparel Stores
MW	Apparel Stores
VCH.MU	Apparel Stores
SFH.AX	Apparel Stores
GES	Apparel Stores
URBN	Apparel Stores
NXG.SG	Apparel Stores
RET-A.TO	Apparel Stores
O08.SI	Apparel Stores
DSW	Apparel Stores
IXD.SG	Apparel Stores
1368.HK	Apparel Stores
CATO	Apparel Stores
ANN	Apparel Stores
PLCE	Apparel Stores
AEO	Apparel Stores
GPS	Apparel Stores
CHKE	Apparel Stores
LB	Apparel Stores
NWY	Apparel Stores
SMRT	Apparel Stores
ARO	Apparel Stores
0238.HK	Apparel Stores
4QI.F	Apparel Stores
ULC.DE	Apparel Stores
RSO.SG	Apparel Stores
GMAN	Apparel Stores
BEBE	Apparel Stores
ASNA	Apparel Stores
IXD.MU	Apparel Stores
WTSL	Apparel Stores
JYE.F	Apparel Stores
KMD.AX	Apparel Stores
YC8.F	Apparel Stores
BKE	Apparel Stores
DXLG	Apparel Stores
EXPR	Apparel Stores
ROST	Apparel Stores
SSI	Apparel Stores
ANF	Apparel Stores
PSUN	Apparel Stores
SCVL	Apparel Stores
FRAN	Apparel Stores
DEST	Apparel Stores
TLYS	Apparel Stores
BODY	Apparel Stores
TTI.F	Apparel Stores
JWN	Apparel Stores
CTRN	Apparel Stores
LUX	Apparel Stores
IXD.DE	Apparel Stores
CTU-A.TO	Apparel Stores
CACH	Apparel Stores
IRBT	Appliances
WHR	Appliances
AVRN	Appliances
IMMR	Application Software
EXNT	Application Software
PWEB	Application Software
RALY	Application Software
QADA	Application Software
MATR	Application Software
BNFT	Application Software
DWRE	Application Software
SQI	Application Software
CRM	Application Software
MBLY	Application Software
CHYR	Application Software
FALC	Application Software
FIVN	Application Software
VPIG	Application Software
OPWR	Application Software
CDK	Application Software
SSNT	Application Software
BIRT	Application Software
TXTR	Application Software
MEDA	Application Software
CMCM	Application Software
RP	Application Software
BSQR	Application Software
DTVI	Application Software
JIVE	Application Software
PRO	Application Software
FTNT	Application Software
UPIP	Application Software
FXIT	Application Software
DATA	Application Software
IMPV	Application Software
ORCL	Application Software
TISA	Application Software
BGNN	Application Software
SOFO	Application Software
ELLI	Application Software
TUBE	Application Software
XFCH	Application Software
MITK	Application Software
SNCR	Application Software
UPLD	Application Software
ACTA	Application Software
GOMO	Application Software
CTRX	Application Software
GLSO	Application Software
MOBL	Application Software
EXA	Application Software
STMP	Application Software
DTSI	Application Software
WNYN	Application Software
SWI	Application Software
AGYS	Application Software
SYNA	Application Software
GSB	Application Software
MOBI	Application Software
ZEN	Application Software
MUSS	Application Software
BLIN	Application Software
AMSWA	Application Software
GUID	Application Software
CATI	Application Software
SAP	Application Software
EIGI	Application Software
RNG	Application Software
MGIC	Application Software
MODN	Application Software
SRNA	Application Software
SAAX	Application Software
CVLT	Application Software
TYPE	Application Software
ADVS	Application Software
FLTX	Application Software
SLH	Application Software
EOPN	Application Software
PRGS	Application Software
EFUT	Application Software
CVT	Application Software
PCTY	Application Software
COVS	Application Software
CSOD	Application Software
MEDL	Application Software
ANSS	Application Software
AMAP	Application Software
LOCK	Application Software
FNJN	Application Software
BCOV	Application Software
PRLS	Application Software
MDRX	Application Software
ATEA	Application Software
SPSC	Application Software
VSMR	Application Software
BV	Application Software
PLUS	Application Software
MDSY	Application Software
ISNS	Application Software
MKTO	Application Software
CDNS	Application Software
NSIT	Application Software
CNIT	Application Software
EGOV	Application Software
AWRE	Application Software
ZIXI	Application Software
OTEX	Application Software
NQ	Application Software
CPWR	Application Software
FEYE	Application Software
TIGR	Application Software
SAAS	Application Software
AVG	Application Software
QLYS	Application Software
MANH	Application Software
MSTR	Application Software
APPO	Application Software
NUAN	Application Software
LYRI	Application Software
AVOI	Application Software
WDDD	Application Software
PFPT	Application Software
TSYS	Application Software
MTLS	Application Software
SEAC	Application Software
NTWK	Application Software
RUBI	Application Software
RHT	Application Software
MSCI	Application Software
ECOM	Application Software
MRIN	Application Software
CSLT	Application Software
LIQD	Application Software
SMSI	Application Software
HUBS	Application Software
AMBR	Application Software
STV	Application Software
KEYW	Application Software
TWOU	Application Software
OHGI	Application Software
RST	Application Software
XNET	Application Software
EAHC	Application Software
BSFT	Application Software
SPLK	Application Software
EPAZ	Application Software
IDN	Application Software
VMCI	Application Software
JNGW	Application Software
VCSY	Application Software
ARIS	Application Software
PAR	Application Software
LXFT	Application Software
ADBE	Application Software
DAEG	Application Software
WDAY	Application Software
LOGM	Application Software
YDLE	Application Software
XCLL	Application Software
INTU	Application Software
DPSI	Application Software
PAYC	Application Software
M6O.F	Asset Management
BK	Asset Management
JAN.DU	Asset Management
4WM.DE	Asset Management
MCGC	Asset Management
FIG	Asset Management
IHJ.MU	Asset Management
WILLAMAGO.NS	Asset Management
M3B.BE	Asset Management
WHG	Asset Management
AWN.AX	Asset Management
XEK.MU	Asset Management
XYM.TO	Asset Management
WETF	Asset Management
L1O.SG	Asset Management
AHA.AX	Asset Management
ZOF.MU	Asset Management
KRD.F	Asset Management
1036.HK	Asset Management
VRTS	Asset Management
ACAS	Asset Management
BRW.L	Asset Management
OSWALAG.BO	Asset Management
VLR-H.V	Asset Management
WCM-B.TO	Asset Management
AQU.AX	Asset Management
FII	Asset Management
FNGN	Asset Management
GAE.V	Asset Management
0222.HK	Asset Management
CG	Asset Management
MCX.NS	Asset Management
MC	Asset Management
VTLN.F	Asset Management
WP.V	Asset Management
HDJ0.MU	Asset Management
AB	Asset Management
A50.SI	Asset Management
MGP.AX	Asset Management
GLJ.DU	Asset Management
QVE.AX	Asset Management
MA1.F	Asset Management
VOYA	Asset Management
0535.HK	Asset Management
ZCT1.SG	Asset Management
1140.HK	Asset Management
CNS	Asset Management
PGC.NZ	Asset Management
BLK	Asset Management
HNNA	Asset Management
K01.SI	Asset Management
OAK	Asset Management
KKR	Asset Management
M.V	Asset Management
0111.HK	Asset Management
IV6B.DU	Asset Management
GS.TO	Asset Management
SMCG	Asset Management
XEK.SG	Asset Management
ASA	Asset Management
XEK.F	Asset Management
ARES	Asset Management
TCI.V	Asset Management
0026.HK	Asset Management
XS3A.F	Asset Management
0068.HK	Asset Management
LAZ	Asset Management
INVP.L	Asset Management
CET	Asset Management
SDR.L	Asset Management
FSZ.TO	Asset Management
ZCT1.F	Asset Management
8088.HK	Asset Management
HDJ0.F	Asset Management
IFL.AX	Asset Management
1168.HK	Asset Management
SGE.V	Asset Management
KADVANI.BO	Asset Management
BX	Asset Management
B8A.SG	Asset Management
SEIC	Asset Management
GBL	Asset Management
0095.HK	Asset Management
MBB.DE	Asset Management
0433.HK	Asset Management
DHIL	Asset Management
LAQ.V	Asset Management
BN9.DU	Asset Management
GCP.L	Asset Management
NFX.V	Asset Management
AMG	Asset Management
0191.HK	Asset Management
MERR	Asset Management
STT	Asset Management
NOAH	Asset Management
ASX.AX	Asset Management
WCM-A.TO	Asset Management
INNO	Asset Management
1383.HK	Asset Management
TCN.TO	Asset Management
DC-PB.TO	Asset Management
SOFR.PA	Asset Management
RE7.SG	Asset Management
S68.SI	Asset Management
AMP	Asset Management
XA6.BE	Asset Management
PZN	Asset Management
RCP.L	Asset Management
ECPG	Asset Management
APAM	Asset Management
REXI	Asset Management
OZM	Asset Management
SOHL	Asset Management
CSWC	Asset Management
IHJ.BE	Asset Management
RILY	Asset Management
PJR.SG	Asset Management
NFD-A.V	Asset Management
TSL.BO	Asset Management
HRZN	Asset Management
NNS.BE	Asset Management
GLCH	Asset Management
FRK.F	Asset Management
L1O.DE	Asset Management
HDJ0.BE	Asset Management
0766.HK	Asset Management
0356.HK	Asset Management
0352.HK	Asset Management
VTLN.SG	Asset Management
CLIG.L	Asset Management
XA6.MU	Asset Management
BACT.L	Asset Management
IV6B.MU	Asset Management
JAF.BE	Asset Management
MN	Asset Management
0156.HK	Asset Management
EV	Asset Management
NNS.SG	Asset Management
QB7.DU	Asset Management
0733.HK	Asset Management
0171.HK	Asset Management
DP.PA	Asset Management
SCIN.L	Asset Management
KSP-UN.TO	Asset Management
VRNL.PA	Asset Management
SSI.V	Asset Management
LWDB.L	Asset Management
0258.HK	Asset Management
GLJ.DE	Asset Management
BN9.SG	Asset Management
0281.HK	Asset Management
TPOG.L	Asset Management
IFIC.DU	Asset Management
FGF.V	Asset Management
XA6.SG	Asset Management
ICOR	Asset Management
LSE.L	Asset Management
IUR.DU	Asset Management
LM	Asset Management
WSFIN.BO	Asset Management
ZOF.F	Asset Management
DC-A.TO	Asset Management
CVG.TO	Asset Management
4WM.F	Asset Management
IVZ	Asset Management
YBR.AX	Asset Management
M41.SI	Asset Management
IAM.TO	Asset Management
TROW	Asset Management
JAF.DU	Asset Management
GIMB.BR	Asset Management
ZYA.F	Asset Management
CIX.TO	Asset Management
M3B.F	Asset Management
RELCAPITAL.BO	Asset Management
FEE1.SG	Asset Management
RE7.F	Asset Management
0806.HK	Asset Management
EVR	Asset Management
RAND	Asset Management
XS3A.SG	Asset Management
MLVES.PA	Asset Management
KBCA.BR	Asset Management
AGF-B.TO	Asset Management
BN9.MU	Asset Management
L1OA.DE	Asset Management
RAF.AX	Asset Management
0172.HK	Asset Management
ZYA.SG	Asset Management
SIHL.L	Asset Management
CIFC	Asset Management
0169.HK	Asset Management
GROW	Asset Management
CLMS	Asset Management
URB-A.TO	Asset Management
AFI.AX	Asset Management
0021.HK	Asset Management
JAN.MU	Asset Management
GVHIB	Asset Management
SFE	Asset Management
XS3A.BE	Asset Management
WDR	Asset Management
LIO.L	Asset Management
NTRS	Asset Management
VBDESAI.BO	Asset Management
BEN	Asset Management
JUP.L	Asset Management
QB7.BE	Asset Management
JNS	Asset Management
HGG.L	Asset Management
0480.HK	Asset Management
0768.HK	Asset Management
FBRC	Asset Management
0337.HK	Asset Management
AGOU.L	Asset Management
0318.HK	Asset Management
EAL.AX	Asset Management
KBC.AX	Asset Management
CGF.AX	Asset Management
GPI	Auto Dealerships
KMX	Auto Dealerships
1828.HK	Auto Dealerships
SAH	Auto Dealerships
XA4.BE	Auto Dealerships
LAS	Auto Dealerships
ABG	Auto Dealerships
CRMT	Auto Dealerships
0881.HK	Auto Dealerships
RUSHB	Auto Dealerships
PDG.L	Auto Dealerships
AN	Auto Dealerships
IZO.SG	Auto Dealerships
IZO.BE	Auto Dealerships
CPRT	Auto Dealerships
AUTCF	Auto Dealerships
1728.HK	Auto Dealerships
ACQ.TO	Auto Dealerships
XA4.F	Auto Dealerships
LAD	Auto Dealerships
T15.SI	Auto Dealerships
PAG	Auto Dealerships
CALI	Auto Dealerships
AHE.AX	Auto Dealerships
UG.PA	Auto Manufacturers - Major
TOM.SG	Auto Manufacturers - Major
TTM	Auto Manufacturers - Major
BUS.V	Auto Manufacturers - Major
TOM.MU	Auto Manufacturers - Major
0175.HK	Auto Manufacturers - Major
SUK.BE	Auto Manufacturers - Major
HDM.MU	Auto Manufacturers - Major
F	Auto Manufacturers - Major
VOW5.BE	Auto Manufacturers - Major
YMA.MU	Auto Manufacturers - Major
PEU.SG	Auto Manufacturers - Major
HYU.DE	Auto Manufacturers - Major
GRV.SG	Auto Manufacturers - Major
HMO.DU	Auto Manufacturers - Major
NISA.F	Auto Manufacturers - Major
ZM7.F	Auto Manufacturers - Major
PEU.DE	Auto Manufacturers - Major
TOM.DU	Auto Manufacturers - Major
GRV.MU	Auto Manufacturers - Major
TAH.BE	Auto Manufacturers - Major
RNL.BE	Auto Manufacturers - Major
MMO.F	Auto Manufacturers - Major
VOW4.DE	Auto Manufacturers - Major
K8A.F	Auto Manufacturers - Major
VOW.DE	Auto Manufacturers - Major
YMA.SG	Auto Manufacturers - Major
TYT.L	Auto Manufacturers - Major
CYC.SG	Auto Manufacturers - Major
GM	Auto Manufacturers - Major
HMO.MU	Auto Manufacturers - Major
ISU.DU	Auto Manufacturers - Major
C07.SI	Auto Manufacturers - Major
KNDI	Auto Manufacturers - Major
ISU.SG	Auto Manufacturers - Major
ZAAP	Auto Manufacturers - Major
PAH3.DE	Auto Manufacturers - Major
NSU.DU	Auto Manufacturers - Major
RNO.MI	Auto Manufacturers - Major
NISA.DU	Auto Manufacturers - Major
BMW3.DE	Auto Manufacturers - Major
NISA.BE	Auto Manufacturers - Major
DAI.DE	Auto Manufacturers - Major
HMC	Auto Manufacturers - Major
BMW.F	Auto Manufacturers - Major
RNL.DE	Auto Manufacturers - Major
RNO.PA	Auto Manufacturers - Major
TSLA	Auto Manufacturers - Major
MZA.SG	Auto Manufacturers - Major
BMWA.DE	Auto Manufacturers - Major
MARUTI.NS	Auto Manufacturers - Major
ZNN.V	Auto Manufacturers - Major
ZM7.DU	Auto Manufacturers - Major
SORL	Auto Manufacturers - Major
TAH.F	Auto Manufacturers - Major
DMO.MU	Auto Manufacturers - Major
VOW3.BE	Auto Manufacturers - Major
VOW.BE	Auto Manufacturers - Major
SLNN	Auto Manufacturers - Major
HDM.SG	Auto Manufacturers - Major
YMA.BE	Auto Manufacturers - Major
ZM7.MU	Auto Manufacturers - Major
VKW.L	Auto Manufacturers - Major
PAH3.BE	Auto Manufacturers - Major
VOW3.DE	Auto Manufacturers - Major
TM	Auto Manufacturers - Major
TOM.F	Auto Manufacturers - Major
BMW.DE	Auto Manufacturers - Major
PIH.TO	Auto Parts
SPCL	Auto Parts
Y08.SI	Auto Parts
MTOR	Auto Parts
ZIL2.MU	Auto Parts
LKQ	Auto Parts
MNRO	Auto Parts
ZIL2.BE	Auto Parts
SIX.AX	Auto Parts
ECAU	Auto Parts
XDH.F	Auto Parts
ACGL.BO	Auto Parts
SFQ.DE	Auto Parts
QTWW	Auto Parts
LDL	Auto Parts
WHEELS.NS	Auto Parts
GKN.L	Auto Parts
QA4A.BE	Auto Parts
TUBEINVES.NS	Auto Parts
CAAS	Auto Parts
ALV	Auto Parts
FDOC	Auto Parts
SUP	Auto Parts
VOXX	Auto Parts
XDH.SG	Auto Parts
SONASTEER.NS	Auto Parts
ZIL2.DU	Auto Parts
COTE	Auto Parts
THRM	Auto Parts
0360.HK	Auto Parts
MLR.V	Auto Parts
K3A.BE	Auto Parts
LEO.DE	Auto Parts
2339.HK	Auto Parts
SAMKRG.BO	Auto Parts
JBML.BO	Auto Parts
KINETICE.BO	Auto Parts
1899.HK	Auto Parts
DORM	Auto Parts
UQM	Auto Parts
GMM.DE	Auto Parts
MOD	Auto Parts
MLSTR.PA	Auto Parts
TRW	Auto Parts
E94.SI	Auto Parts
FARE	Auto Parts
SW1.MU	Auto Parts
TOWR	Auto Parts
AXL	Auto Parts
NGK.MU	Auto Parts
PLOW	Auto Parts
ALSN	Auto Parts
FDML	Auto Parts
ZIL2.F	Auto Parts
MGIC.PA	Auto Parts
JCI	Auto Parts
EO.PA	Auto Parts
SYPR	Auto Parts
DLPH	Auto Parts
0872.HK	Auto Parts
ZIL2.HA	Auto Parts
SRI	Auto Parts
PFTI	Auto Parts
UNS.TO	Auto Parts
LR.MI	Auto Parts
SSWL.NS	Auto Parts
TUBEINVEST.BO	Auto Parts
BWA	Auto Parts
FSYS	Auto Parts
ACW	Auto Parts
ZFSTEER.BO	Auto Parts
JAYBARMAR.NS	Auto Parts
GNTX	Auto Parts
DAN	Auto Parts
MPAA	Auto Parts
CON.DE	Auto Parts
KEWIND.BO	Auto Parts
ZX	Auto Parts
BUR.PA	Auto Parts
RANEHOLDI.NS	Auto Parts
FR.PA	Auto Parts
MIRG.BA	Auto Parts
PGN.SG	Auto Parts
TXIC	Auto Parts
CPS	Auto Parts
SMP	Auto Parts
XTC.TO	Auto Parts
QGH.F	Auto Parts
MON.PA	Auto Parts
NHK.F	Auto Parts
RANEENGIN.NS	Auto Parts
OMAX.BO	Auto Parts
SWARAJENG.NS	Auto Parts
REMY	Auto Parts
MLR	Auto Parts
JCN.BE	Auto Parts
0425.HK	Auto Parts
MRE.TO	Auto Parts
VSA.BE	Auto Parts
TOVC	Auto Parts
WBC	Auto Parts
LEA	Auto Parts
SMP.V	Auto Parts
VC	Auto Parts
ATAR	Auto Parts
WPRT	Auto Parts
WPT.TO	Auto Parts
T42.SI	Auto Parts
POM.PA	Auto Parts
DNO.MU	Auto Parts
UCALFUEL.BO	Auto Parts
JAGANLAM.BO	Auto Parts
S29.SI	Auto Parts
STEELSTR.BO	Auto Parts
STRT	Auto Parts
FCV.F	Auto Parts
TEN	Auto Parts
AZO	Auto Parts Stores
PBY	Auto Parts Stores
PRTS	Auto Parts Stores
ORLY	Auto Parts Stores
AAP	Auto Parts Stores
HITR	Auto Parts Wholesale
MGA	Auto Parts Wholesale
CRV	Auto Parts Wholesale
CVGI	Auto Parts Wholesale
AMCO	Basic Materials Wholesale
GLP	Basic Materials Wholesale
ERS	Basic Materials Wholesale
MALA.PA	Beverages - Brewers
BEZ3.DU	Beverages - Brewers
BRB.TO	Beverages - Brewers
LBR.MU	Beverages - Brewers
BUD	Beverages - Brewers
LBR.F	Beverages - Brewers
TAP	Beverages - Brewers
VCO	Beverages - Brewers
ABEV3.SA	Beverages - Brewers
LPE.PA	Beverages - Brewers
SAM	Beverages - Brewers
UBHOLDING.NS	Beverages - Brewers
RADICO.BO	Beverages - Brewers
ABW.BE	Beverages - Brewers
BORN	Beverages - Brewers
NY7.F	Beverages - Brewers
BEZ3.HA	Beverages - Brewers
RB.V	Beverages - Brewers
CCU	Beverages - Brewers
SOMDIST.BO	Beverages - Brewers
LPE.SG	Beverages - Brewers
UBL.NS	Beverages - Brewers
FMX	Beverages - Brewers
BREW	Beverages - Brewers
SAB.L	Beverages - Brewers
FEMSAUBD.MX	Beverages - Soft Drinks
